id,name,category_id
132,Зубная паста Сплат Ультра комплекс 100мл.,4
133,Зубная паста Сплат отбеливание плюс 100мл.,4
134,ОфтальмоВит Doppel Herz 60 капсул,4
135,Ниотит 10мл.,4
136,Цикломед глазные капли 5мл.,4
137,Тауфон 10мл.,4
138,Сигницеф 5мл.,4
139,Комбинил дуо 5мл.,4
140,Сульфацил 30% 10мл.,4
141,Алергозол спрей 0.6%,4
142,Этацид спрей 18гр.,4
143,Полинадим глазные капли 10мл.,4
144,"Неладекс глазные, ушные капли 5мл.",4
145,Мидакс 0.1% 10мл.,4
146,Нозейлин 15мл.,4
147,Дексаметазон глазные капли 5мл.,4
148,Дексаметазон глазные капли 5мл.,4
149,Галазолин 0.1% 10мл.,4
150,Галазолин 0.1% 10мл.,4
151,Катаксол глазные капли,4
152,Дроплекс ушные капли 15мл.,4
153,Ципромед ушные капли 10мл.,4
154,Сульфацил 30% 10мл.,4
155,Левомицетин-DF 0.25% глазные капли 10мл.,4
156,Левомицетин-DF 0.25% глазные капли 10мл.,4
157,Таурин 4% 10мл.,4
158,Таурин 4% 10мл.,4
159,Алергозол 0.6% 10мл.,4
160,Фармазолин 0.5% 10мл.,4
161,Фармазолин 0.1% 10мл.,4
162,Нафозолин спрей 0.1%,4
163,Далман 200 доз,4
164,Галазолин 0.5% 10мл.,4
165,Риноспрей 0.25%,4
166,Риноспрей 0.5%,4
167,Ринорус спрей 0.1% 20мл.,4
168,Ринорус спрей 0.5% 10мл.,4
169,Ринорус спрей 0.5% 10мл.,4
170,Ринорус коп 0.1% 10мл.,4
171,Эвказолин спрей,4
172,Сигницеф 0.5% 5мл.,4
173,Золотая звезда капли 10мл.,4
174,Аквамарис капли,4
175,Риномарис 0.1%,4
176,Снуп 0.1% 15мл.,4
177,Снуп 0.5% 15мл.,4
178,Отривин 0.05% коп,4
179,Отривин спрей 0.1%,4
180,Риносил 0.1% 10мл.,4
181,Дикло-Ф 5мл.,4
182,Золотая звезда бальзам 4.0,4
183,Алергозол 0.6% спрей,4
184,Эвказолин спрей,4
185,Аквалор форт спрей 150мл.,4
186,Аквалор беби спрей 150мл.,4
187,Аквалор норм спрей 125мл.,4
188,Аквалор норм спрей 125мл.,4
189,Тонзилотрен 60шт.,4
190,Тонзилотрен 60шт.,4
191,Тонзилотрен 60шт.,4
192,Лизак шоколад,4
193,Лизак малина,4
194,Лизак апельсин,4
195,Граммидин с анестетиком 18шт.,4
196,Граммидин детский 18шт.,4
197,Граммидин нео 18шт.,4
198,Синупрет 50шт.,4
199,Трахисан 20шт.,4
200,Стрепсилс 24шт.,4
201,Стрепсилс лимон бузина 24шт.,4
202,Стрепсилс лимон бузина 24шт.,4
203,Анзибел 30шт.,4
204,Анзибел мед лимон 30шт.,4
205,Анзибел мед лимон 30шт.,4
206,Исла минт,4
207,Исла моос,4
208,Гексорал смородина 16шт.,4
209,Гербион подорожник 150мл.,4
210,Гербион первоцвет 150мл.,4
211,Алтея сироп 125мл.,4
212,Алтея сироп 100мл.,4
213,Линкас сироп 120мл.,4
214,Гелисал 100мл.,4
215,Аэролет 100мл.,4
216,Синупрет 100мл.,4
217,Хепилор 50мл.,4
218,Септолет тотал спрей,4
219,Герветин спрей,4
220,Оронорм спрей 25мл.,4
221,Тантум Верде спрей 30мл.,4
222,Хлорофилипт масляный 20мл.,4
223,Хлорофилипт спиртовый 100мл.,4
224,Бромгексин 60мл.,4
225,Антигриппин китайский дейсткий 12шт.,4
226,Сироп Солодки 100мл.,4
227,Пертусин сироп 100мл.,4
228,Айдринк лимон 10мл.,4
229,Айдринк лимон 10мл.,4
230,Фервекс малина 8шт.,4
231,Антигриппин ромашка 10шт.,4
232,Колдрекс хотрем лимон 10шт.,4
233,Инсти 5шт.,4
234,Инсти 5шт.,4
235,Инсти лимон 5шт.,4
236,Инсти лимон детский 5шт.,4
237,Инсти лимон детский 5шт.,4
238,Ацикловир 200мл. 20шт.,4
239,Эргоферон 20шт.,4
240,Эргоферон 20шт.,4
241,Римантадин 20шт.,4
242,Римантадин 20шт.,4
243,Эритромицин 10шт.,4
244,Улкарил 200 25шт.,4
245,Улкарил 400 25шт.,4
246,Эуфиллин 30шт.,4
247,Эуфиллин 30шт.,4
248,Вентомен аэр,4
249,Сальбутонол Бинно,4
250,Бекламетозон Б,4
251,Римантадин 20шт.,4
252,Римантадин 20шт.,4
253,Ацикловир 200мл. 20шт.,4
254,Анаферон детский 20шт.,4
255,Анаферон детский 20шт.,4
256,Анаферон взрослый 20шт.,4
257,Анаферон взрослый 20шт.,4
258,Галавит 20шт.,4
259,Либексин 20шт.,4
260,Ликопид 1мг 10шт.,4
261,Гроприносин 20шт.,4
262,Гроприносин 50шт.,4
263,Циклоферон 20шт.,4
264,Гроприносин 150мл.,4
265,Ринорусм 0.1% 10мл.,4
266,Респиратор KN95,4
267,Римантадин 20шт.,4
268,Римантадин 20шт.,4
269,Корилекс 20шт.,4
270,Коделак бронхо 10шт.,4
271,Бронолак 20шт.,4
272,Бронолак 20шт.,4
273,Фарингомед 20шт.,4
274,Спирт салф 100шт.,4
275,Амброксол 20шт.,4
276,Бромгексин 25шт.,4
277,Бромгексин 25шт.,4
278,Бронхомунал 3.5 10шт.,4
279,Бронхомунал 3.5 10шт.,4
280,Сехродол 20шт.,4
281,Амбро 30мг 20шт.,4
282,Амбросан 20шт.,4
283,Коделак Нео 20мл.,4
284,Ко экс 100мл.,4
285,Ко экс 100мл.,4
286,Никаш 100мл.,4
287,Лазолвон 30мг 50шт.,4
288,Сехрозол 15мг 5мл 100мл,4
289,Проспан сироп 100мл,4
290,Ренгомен 100мл,4
291,Гелисал 100мл.,4
292,Амбро 30мг 5мл 100мл,4
293,Коделак бронхо чебл 100мл,4
294,Азимол 200мг 5мл 150мл,4
295,Сехрозол 30мг 5мл 150мл,4
296,Бровексин 100мл,4
297,Бронхосил 120мл,4
298,Привитус 100мл,4
299,Мукорал 15мг 5мл 150мл,4
300,Терафлю 10шт.,4
301,Тайлол хот 12шт.,4
302,Фервекс лимон 8шт.,4
303,Фервекс малина 8шт.,4
304,Антигриппин ромашка 10шт.,4
305,Антигриппин китайский дейсткий 12шт.,4
306,Ибуфен Д форте клубника 100мл,4
307,Ибуфен Д форте клубника 100мл,4
308,Ибуфен Д форте малина 100мл,4
309,Амизончик 100мл,4
310,Нурофен клубника 150мл,4
311,Нурофен апельсин 150мл,4
312,Парацетомол Новэкс 120мл,4
313,Бефрон 100мл,4
314,Аэролет 100мл.,4
315,Болнол сусп 60мл,4
316,Тайлол + сусп 100мл,4
317,Вата стерильная 25гр,4
318,Вата стерильная 50гр,4
319,Вата стерильная 25гр,4
320,Спирт 100мл,4
321,Марля 1м,4
322,Запаска камера,4
323,Спирт салф,4
324,Шприц инсулин 1,4
325,Спирт салф,4
326,Игл бабочка 23,4
327,Система д/р-р,4
328,Еж бриз,4
329,Бахилы,4
330,Шприц 5мл,4
331,Шприц 2.5мл,4
332,Шприц 10мл,4
333,Фурацилин 10шт.,4
334,Аскорбиновая кислота с глюкозой 10шт.,4
335,Парацетомол 0.2 10шт,4
336,таб от каш 10шт.,4
337,Стрептоцид 0.5 10 шт.,4
338,Стрептоцид 0.3 10 шт.,4
339,Анальгин 10шт.,4
340,Кальций глюконат 10 шт.,4
341,Кальций глюконат Лек 10 шт.,4
342,Антигриппин 10шт.,4
343,Антигриппин 10шт.,4
344,Парацетомал 0.5 20шт.,4
345,Аскорутин 50шт.,4
346,Гексовит 50шт.,4
347,Аскорбиновая кислота 200шт.,4
348,Ацетилсалициловя кислота 10шт,4
349,Аскорбиновая кислота с сахаром 10шт.,4
350,Аскорбиновая кислота банан 10шт.,4
351,Аскорбиновая кислота лимон 10шт.,4
352,Аскорбиновая кислота клубника 10шт.,4
353,Магний сульфат 25гр порошок,4
354,Цитромон П 10шт.,4
355,Янтарная кислота 10шт.,4
356,Витамин Е (Vit E) 10шт.,4
357,Витамин А (Vit A) 20шт.,4
358,Мумиё 30шт.,4
359,Антиполицай 4шт.,4
360,Аллахол 10шт.,4
361,Метронидазол 10шт,4
362,Трисил 10шт,4
363,Ацетилсолициловая кислота 10шт,4
364,Аллахол 10шт.,4
365,Фосфалюгель 16,4
366,Сенадексин 10шт.,4
367,Речивит 20шт,4
368,Фуразолидон 10 шт,4
369,Активированный уголь 10шт,4
370,Маалокс 30шт,4
371,Нимесил 30шт,4
372,Парацетомол 0.5 20шт,4
373,Панкреатин 60шт.,4
374,Перекись водорода спрей 50мл,4
375,Спирт 70% спрей 50мл,4
376,Перекись с пип 50мл,4
377,Хлоргексидин 100мл,4
378,Спирт 95% 100мл,4
379,Калий перманганат,4
380,Маска 3-х слойная,4
381,Маска детская 3-х слойная,4
382,"Шприц 20,0",4
383,Спирт 95% 100мл,4
384,Амоксиклав 156 суспензий 100мл,4
385,Амоксиклав 156 суспензий 100мл,4
386,Амоксиклав 312 суспензий 100мл,4
387,Клавомед 156 суспензий 80мл,4
388,Клавомед 312 суспензий 80мл,4
389,Кломокс 70мл,4
390,Клавомед 10шт,4
391,Тайлол хот 12шт,4
392,Амоксоцилин kids 125мг 12шт,4
393,Амоксоцилин kids 250мг 12шт,4
394,Фервекс лимон 8шт,4
395,Враггрипп 4шт,4
396,Нолгрипп 4шт,4
397,Антигриппин китайский взрослый 12шт,4
398,Антигриппин китайский детский 12шт,4
399,АЦЦ 200 10шт,4
400,АЦЦ 600 лонг 10шт,4
401,АЦЦ 200 пак 20шт,4
402,Алказельцер 10шт,4
403,Доларен 10шт,4
404,Солпадеин 12шт,4
405,Дицинон 10шт,4
406,Кетонал дуо 150мг 30шт,4
407,Аспирин С 10шт,4
408,Цинепар 10шт,4
409,Болнол 10шт,4
410,Тримол 10шт,4
411,Нолицин 20шт,4
412,Нолицин 20шт,4
413,Меристат-Сановель 250мг 14шт,4
414,Линкомицин 20шт,4
415,Эритромицин ЛекТ 20шт,4
416,Рокситромицин 150 10шт,4
417,Азит 250мг 10шт,4
418,Азит 500мг 10шт,4
419,Мегасеф 500мг 10шт,4
420,Флемоксин 250мг 20шт,4
421,Флемоксин 500мг 20шт,4
422,Флемоксин 1000мг 20шт,4
423,Вильпрафен 500мг 10шт,4
424,Вильпрафен Солютаб 1000мг 10шт,4
425,Юнидокс Солютаб 10шт,4
426,Юнидокс Солютаб 10шт,4
427,Амоксиклав 625мг 15шт,4
428,Амоксиклав 2x1000г 15шт,4
429,Эритромицин Ника 10шт,4
430,Ампициллин 250мг 10шт,4
431,Ципрофлоксацин 250мг 10шт,4
432,Ципрофлоксацин 500мг 10шт,4
433,Азитромицин 250мг 6шт,4
434,Азитромицин 500мг 3шт,4
435,Азимак 250мг 6шт,4
436,Азимак 500мг 3шт,4
437,Амоксициллин 250мг 20шт,4
438,Дорамицин 10шт,4
439,Бисептол 120мг 20шт,4
440,Актовегин 5.0мл 5шт,4
441,Невралон 2.0мл 5шт,4
442,Витан 5шт,4
443,Картан 5.0мл 5шт,4
444,Травит Форте 2.0мл 5шт,4
445,Кавинтон 5.0мл 10шт,4
446,Кавинтон 2.0мл 10шт,4
447,Кавинтон 2.0мл 10шт,4
448,Кетонал 2.0мл 10шт,4
449,Налбук 2.0мл 5шт,4
450,Элфунат 2.0мл 10шт,4
451,Рипронат 5.0мл 10шт,4
452,Гидрокортизон ацетат 2.0мл 10шт,4
453,Мускомед 2.0мл 6шт,4
454,Бетако___ 1.0мл 5шт,4
455,Милдронат 5.0мл 10шт,4
456,Сертофен 2.0мл 5шт,4
457,Сертофен 2.0мл 5шт,4
458,Артрокол 2.0мл 5шт,4
459,Клодифен 3.0мл 5шт,4
460,Мидокалм 1.0мл 5шт,4
461,Беневрон 3.0мл 5шт,4
462,Артроксан 3.0мл 3шт,4
463,Артроксан 3.0мл 3шт,4
464,Локсидол 1.5мл 3шт,4
465,Кетотоп 2.0мл 5шт,4
466,Диклоберл 3.0мл 5шт,4
467,Диклоген 3.0мл 5шт,4
468,Гентамицин 2.0мл 10шт,4
469,Диклофенак 3.0мл 10шт,4
470,Корвалол 25мл,4
471,Настойка пустырника 50мл,4
472,Настойка перца стручкового 50мл,4
473,Настойка боярышника 30мл,4
474,Настойка боярышника 30мл,4
475,Настойка календулы 30мл,4
476,Настойка пиона 50мл,4
477,Аммиак 30мл,4
478,Фукорцин 25мл,4
479,Люголь раствор с глицерином 30мл,4
480,Борная мазь 25г,4
481,Фурацилиновая мазь 25г,4
482,Бура в глицерине 30г,4
483,Камфорный спирт 30мл,4
484,Камфорное масло 30мл,4
485,Масло репейное с красным перцом 100мл,4
486,Масло репейное с крапивой 100мл,4
487,Бриллиантовая зеленка 10мл,4
488,Бриллиантовая зеленка 10мл,4
489,Салициловая кислота 2% 40мл,4
490,Масло чайного дерева 10мл,4
491,Масло гвоздики 10мл,4
492,Масло облепихи 50мл,4
493,Деготь березовый 40мл,4
494,Цефекон Д 250мг 10шт,4
495,Цефекон Д 250мг 10шт,4
496,Парацетамол 125мг 6шт,4
497,Парацетамол 250мг 6шт,4
498,Виферон-2 500000 10шт,4
499,Виферон 3000000 10шт,4
500,Виферон-1 150000 10шт,4
501,Генферон лайт 125000 10шт,4
502,Генферон лайт 250000 10шт,4
503,Назоферон капли 5мл,4
504,Лацидофил 20шт,4
505,Кортексин 10мг 10шт,4
506,Кортексин 5мг 10шт,4
507,Синтомицин линимент 10% 25г,4
508,Скипидарная мазь 25г,4
509,Оксолиновая мазь 10г,4
510,Прогест 200мг 15шт,4
511,Ацикловир мазь 10г,4
512,Эритромицин мазь глазная 10г,4
513,Ацикловир мазь глазная 5г,4
514,Тетрациклин мазь глазная 3г,4
515,Альбунорм 20% 50мл,4
516,Нигепан свечи 10шт,4
517,Нигепан свечи 10шт,4
518,Трихопол 500мг 10шт,4
519,Натальсид 10шт,4
520,Облепиховые свечи 10шт,4
521,Папаревин 10шт,4
522,Ихтиоловые свечи 10шт,4
523,Ихтиоловые свечи 10шт,4
524,Ихтиоловые свечи 10шт,4
525,Анузол свечи 10шт,4
526,Метилурацил свечи 10шт,4
527,Но-шпа 100шт,4
528,Трависан с медом 200шт,4
529,Гематоген детский 40г,4
530,Гематоген русский С 40г,4
531,Аскорбиновая кислота с лимоном 10шт,4
532,Аскорбиновая кислота с бананом 10шт,4
533,Аскорбиновая кислота с сахаром 10шт,4
534,Аскорбиновая кислота с клубникой 10шт,4
535,Ниотит 10.0мл,4
536,Гепарин,4
537,Кеналог суспензия 40мг 1.0мл 5шт,4
538,Супрастин 1.0мл 5шт,4
539,Эуфиллин 10.0мл 10шт,4
540,Пентоксифиллин 5.0мл 10шт,4
541,Кальций глюконат 10.0мл 10шт,4
542,Кальций глюконат 5.0мл 10шт,4
543,Рибоксин 5.0мл 10шт,4
544,Рибоксин 10.0мл 10шт,4
545,Глюкоза 40% 10.0мл 10шт,4
546,Натрий хлорид 5.0мл 10шт,4
547,Вода для инъекций 5.0мл 10шт,4
548,Новокаин 5.0мл 10шт,4
549,Лидаза 2.0мл 10шт,4
550,Анальгин 2.0мл 10шт,4
551,Анальгин(KZ) 2.0мл 10шт,4
552,Димедрол(Б) 1.0мл 10шт,4
553,Адреналин 1.0мл 10шт,4
554,Пирацетам 5.0мл 10шт,4
555,Метоклопрамид 2.0мл 10шт,4
556,Кальций хлорид 5.0мл 10шт,4
557,Гентамицин 2.0мл 10шт,4
558,Улсепан 40мг 1шт,4
559,Ротацеф 1мг 1шт,4
560,Но-шпа 5шт,4
561,Фуросемид 2.0мл 10шт,4
562,Мелбек 1.5мл 3шт,4
563,Мелбек 1.5мл 3шт,4
564,Квамател 20мг 5шт,4
565,Никотиновые конфеты,4
566,Никотиновые конфеты,4
567,Никотиновые конфеты,4
568,Фуросемид 2.0мл 10шт,4
569,Магний сульфат 10.0мл 10шт,4
570,Тиамина хлорид 1.0мл 10шт,4
571,Тиамина хлорид 1.0мл 10шт,4
572,Аскорбиновая кислота 2.0мл 10шт,4
573,Лидокаин 2% 2.0мл 10шт,4
574,Цианокобаламин 1.0мл 10шт,4
575,Лидокаин 1% 5шт,4
576,Цефтриаксон 1.0мл,4
577,Цефепим 1.0мл,4
578,Изицеф 1000,4
579,Бицилин-5 1200000,4
580,Бицилин-5 1200000,4
581,Цефотаксим 1г,4
582,Ампициллин 0.5г,4
583,Ампициллин(РФ) 1г,4
584,Ампициллин(КНР) 1г,4
585,Ампициллин 0.5г,4
586,Бензилпенициллин 1г,4
587,Бензилпенициллин 1г,4
588,Цефазолин 1г,4
589,Фукорцин 25.0мл,4
590,Вазелин медицинский 25г,4
591,Теймурова паста 25г,4
592,Борная кислота 3% 10.0мл,4
593,Йод 10.0мл,4
594,Глицерин 100.0мл,4
595,Меновазин 30.0мл,4
596,Бахилы,4
597,Маска детская 3-х слойная,4
598,Респиратор KN95,4
599,Энтерофлора Флорадем Плюс 10шт,4
600,Энтерофлора Имулем 10шт,4
601,Энтерофлора Флорадем 10шт,4
602,Доппельгерц витамины для больных диабетом 30шт,4
603,Доппельгерц Венопротект 60шт,4
604,Доппельгерц СпермАктив 30шт,4
605,Доппельгерц L-Картинин + Магний 30шт,4
606,Доппельгерц Комплекс для красоты и здоровья 40шт,4
607,Доппельгерц Кардио Омега 30шт,4
608,Доппельгерц для укрепления ногтей 30шт,4
609,Доппельгерц Лифтинг комплекс 30шт,4
610,Доппельгерц Гиалуроновая кислота 30шт,4
611,Доппельгерц L-Аргинин 120шт,4
612,Доппельгерц Slim-комплекс 60шт,4
613,Доппельгерц Slim-комплекс 60шт,4
614,Трихопол 20шт,4
615,Албез 200мг 4шт,4
616,Камагра 100мг 4шт,4
617,Пиперазин 0.5гр 10шт,4
618,Сиагра 100мг 4шт,4
619,Сиагра 100мг 4шт,4
620,Супервелгра 100мг 4шт,4
621,Секнидокс 1гр 2шт,4
622,Тинидазол 4шт,4
623,Флуконазол 150мг 1шт,4
624,Декарис 50мг 2шт,4
625,Пимафуцин 6шт,4
626,Клион Д 100мг 10шт,4
627,Гиновакс 12шт,4
628,Полижинакс 12шт,4
629,Майлен 6шт,4
630,Клотримазол 6шт,4
631,Клиндекс - М №7,4
632,Фарматекс 10шт,4
633,Нистатин 500тыс. 10шт,4
634,Бисакодил 10шт,4
635,Нигепан 10шт,4
636,Депантол 10шт,4
637,Папаверин 10шт,4
638,Синтомицин 10шт,4
639,Анестезол 10шт,4
640,Бенатекс 10шт,4
641,Диклофенак 6шт,4
642,Прополис 10шт,4
643,Метакрезол 6шт,4
644,Бромокриптин 2.5мг 30шт,4
645,Локсидол 6шт,4
646,Артрокол 10шт,4
647,Шприц 1.0,4
648,Система инфуз,4
649,Шприц 5.0,4
650,Эутирокс 100мг 100шт,4
651,Эутирокс 50мг 100шт,4
652,Инсуприд 30шт,4
653,Тирозол 10мг 50шт,4
654,Диабеталонг 30мг 60шт,4
655,Вамелан 30шт,4
656,Инсуфор 500мг 30шт,4
657,Инсуфор 850мг 30шт,4
658,Инсуфор 1000мг 30шт,4
