id,uniqueid,name,category_id,image
22,4700002500015,Био деликатестуу жугору 340гр / Кукуруза Деликатесная БИО 340гр.,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700002500015.jpg?alt=media&token=23217352-b835-47b6-bc97-da74d939d7ed
23,5998304240022,Глобус кок буурчак 400гр / Зел горошек Глобус 400гр Globus жашыл буурчак 425мл ж/б,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F5998304240022.jpg?alt=media&token=ae777b76-56ac-4d68-b7bd-7355b660854a
24,4770190114264,Скумбрия VICI Атлантическая резаная без головы холодного копчения крупна охл.,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4770190114264.png?alt=media&token=7f39001c-bc81-4178-89c3-796f2184e092
25,4007832157533,Шпроты в масле прибалтийские 150гр,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4007832157533.jpg?alt=media&token=a9f16bda-2b63-4024-9563-07985d0a2ab6
26,4612729493740,Горошек зеленый Золотой Глобус 425гр,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4612729493740.jpg?alt=media&token=031b167d-8ee1-4109-b2af-de86c8433f47
27,4700000570409,Томатная паста Сары-Озон 500гр (в уп 6шт),2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700000570409.jpg?alt=media&token=cb3084f2-1453-4cc5-b7e4-1a70eafe5b53
28,4700002500022,Био кок буурчак 400гр / Горошек зеленый Био 400гр,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700002500022.jpg?alt=media&token=6e41741f-a239-4b69-9000-9f82b96ddffe
29,4620007390568,"""Cosaga"" Горошек зел. ж/б 400гр",2,
30,4770190087407,Сельдь VICI Любо есть филе кусочки с укропом в масле Царская охл.200 г,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4770190087407.jpg?alt=media&token=da5cac7a-7dd0-4dbd-844b-99310b67f384
31,4620007390049,"""Cosaga"" Кукуруза ж/б 400гр",2,
32,4605463000015,Балтийск бутун томат ширесинде куурулган килька 240гр / Килька Балтийская неразд.обжарен.в томатном,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4605463000015.jpg?alt=media&token=30ae2137-c763-4218-8a08-1008ee2c02be
33,4870004930117,Шпроты в масле Кублей с ключ. 160гр,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4870004930117.png?alt=media&token=26ab134c-24a4-4485-bd7d-64c1e93fbcf8
34,4612729491616,Кукуруза сладкая Золотой Глобус 425гр,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4612729491616.jpg?alt=media&token=e452ede0-71d8-44f1-bf41-0bbe239507cd
35,4700000570188,Томатная паста Сары-Озон 250гр,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700000570188.jpg?alt=media&token=c8b2c4df-7917-41cc-b9c0-af0cb4e900e0
36,4770190114325,Скумбрия VICI Атлантическая потрошёная без головы холодного копчения кру охл.,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4770190114264.png?alt=media&token=7f39001c-bc81-4178-89c3-796f2184e092
37,4607019909025,Шпроты Рыбный стандартъ №1 160гр,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4607019909025.png?alt=media&token=d1924655-9da6-4923-8c54-7e1d3315659f
38,2722537,Грибы шампиньоны вес,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F2722537.jpg?alt=media&token=01454d67-b92a-45fb-8501-7d2a26693e75
39,4605463002903,Килька За Родину балтийская неразделанная в томатном соусе с кл (ж/б) 240г,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4605463002903.png?alt=media&token=a886592b-6ac9-47cb-991f-bd6679af93d8
40,4700003910387,Говядина тушеная Чабрец 325г,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700003910387.png?alt=media&token=cd4b9596-4333-43b5-b125-e71a9d393702
41,2718064,Огурцы Зеленый Крокодил вес,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F2718064.jpg?alt=media&token=43914680-893e-48f5-8b4b-223294b95eaa
42,4606180008582,Шпроты Глапродукт из балтийской кильки в масле копченые (ж/б) литог160г,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4606180008582.png?alt=media&token=a61c410d-b85e-4ca5-90b1-c5dc8e3dfc16
43,4606180005826,Шпроты Глапродукт из балтийской кильки в масле копченые с кл (ж/б) 160г,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4606180005826.png?alt=media&token=38aaad2c-a1d7-463b-9cce-b358fcafbee0
44,4607002990184,Горошек Дядя Ваня зеленый консерв. 12*425мл,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4607002990184.png?alt=media&token=9c3ce6fc-fed3-45ce-8d43-58be60ca17f5
45,8410522001157,Маслины черные б/к Olicoop 350г.,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F8410522001157.png?alt=media&token=f92d5ab5-6fa4-4963-a538-228e83108f63
46,3083680009836,Bonduelle жугорусу 670гр / Кукуруза Bonduelle 670 гр,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F3083680009836.jpg?alt=media&token=23c5ba9a-2568-48b3-95cf-9f08378500b2
47,3083681003437,Горошек Bonduelle зеленый 350гр,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F3083681103380.jpg?alt=media&token=3a1a0eaa-78ea-4866-8ae8-d277328e592a
48,3083680004404,Bonduelle буурчак 800гр / Горох Bonduelle 800гр x12,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F3083680004404.jpg?alt=media&token=bc76e7bf-db58-4907-a989-38a5b016fb72
49,4612729491708,Шпроты в масле от Иваныч 160гр,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4612729491708.png?alt=media&token=1ccbb00f-dab7-4284-86b2-17674a346161
50,4007832157519,Килька Балтийская неразделанная в томатном соусе 235гр,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4007832157519.png?alt=media&token=11e3e8d6-2e61-481f-ab4a-87ebb55a252e
51,4610000620106,Атлантикалык майга чыланган сардина 250гр / Сардина атлантическая с маслом 250гр,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4610000620106.png?alt=media&token=7b5582bc-57ad-472b-8834-7e25b2a2e21f
52,4840019000419,VIS шекер менен консервантталган жугору 340гр / Консерва VIS Кукуруза сах.консервир. 340г Таттуу жу,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4840019000419.jpg?alt=media&token=a2614e2d-3217-4f24-bc1a-ac3ec4ce364d
53,4870004930605,Килька в томатном соусе Кублей 240г с кл.,2,
54,3083680015394,Кукуруза Bonduelle 150 гр,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F3083630015394.jpg?alt=media&token=a2369c25-aa94-4375-a47b-62b3160e5f10
55,4700000721825,Томатная паста Сэм 180г ж/б*,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700000721825.png?alt=media&token=84c9718e-bae7-4e0a-9979-a1914f2692cb
56,4612729493764,Шпроты в масле Маяк ключ 160г,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4612729493764.jpg?alt=media&token=7987ee35-2201-48b3-9400-e63c0f60dc94
57,4700004710153,"Томатная паста ""Сеньор Помидор"" 450гр",2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700004710153.jpg?alt=media&token=ec099543-f0b5-4f17-89cb-ce7adbe2b3b1
58,4700006330151,Томат паста Помидорка 900гр,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700006330151.jpg?alt=media&token=097f6303-0117-4107-930c-e0b09c42155a
59,4007832157090,Килька Премиум обжаренная в томатном соусе кл 240гр,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4007832157090.jpg?alt=media&token=6063d053-b9a7-447c-97cf-197fb3af89e0
60,3083680538404,Горох Bonduelle 200г,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F3083680538404.png?alt=media&token=88c6aa4e-d487-42a9-a1ba-6809e0cb0279
61,4607934960279,Шпроты в масле Атардо 150г ключ (1упак-36шт)(Ш),2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4607934960279.jpg?alt=media&token=6a7e7b43-2117-4585-998a-314cdbb57099
62,4700000570492,Огурцы Айлана консервированные 3л,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700000570492.jpg?alt=media&token=1634db84-6eec-4897-b536-a4acfc6f3f52
63,3083681103380,Горошек Bonduelle молодой 425гр,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F3083681103380.jpg?alt=media&token=3a1a0eaa-78ea-4866-8ae8-d277328e592a
64,4840019000594,VIS 1-сорт кок буурчак 425гр / Консерва VIS Горошек зел. певый сорт 425г,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4840019000594.png?alt=media&token=865ef08e-8516-42fc-90c4-9a380a111240
65,4607019904020,"Консервы Рыбачка Соня Килька обжаренная, ключ 240гр",2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4607019904020.png?alt=media&token=b7353194-5908-473a-95d9-2c9605391640
66,4607002990160,Кукуруза Дядя Ваня деликатесн.консерв. 12*425мл,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4607002990160.png?alt=media&token=0dd68b2c-d87a-4e3a-b9a2-248e4d94081e
67,4612729493795,Шпроты в масле Маяк с ключ. 240гр,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4612729493795.jpg?alt=media&token=08980dbb-e5af-4c5f-83db-18baf6555134
68,4612753190912,Маяк куурулган томат ширесине чыланган килька 240гр / Килька обж. в т/с 240гр ключ (Маяк),2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4612753190912.jpg?alt=media&token=10100264-704d-4d4a-b985-9de530f106e5
69,4612729493931,Балтийская не разделанная томатном соусе 240гр,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4616729493931.png?alt=media&token=bb392c4b-e58e-41d2-b039-8fb7c1c69975
70,4700000721313,Томатная паста Сэм 900г ст/б*,2,
71,4607019908158,Скумбрия Рыбный стандартъ №1 240гр,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4607019908233.png?alt=media&token=82b01f0f-0293-4169-9bf8-ca3c55fc0bea
72,4612729491661,Кукуруза 425х12 в заливке От Иваныча,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4612729491661.jpg?alt=media&token=c4f89097-15d8-4ac6-967e-ac2802887ef8
73,4607019908233,"Шпроты, ключ HANSA овал",2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4607019908233.png?alt=media&token=82b01f0f-0293-4169-9bf8-ca3c55fc0bea
74,4612753195528,Горошек от Иваныча зеленый 400гр. ж/б,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4612753195528.jpg?alt=media&token=381c0ada-384d-4964-8b46-e39e76a980b1
75,4700000721924,"Огурцы консервированные СЭМ 0,9гр закр.",2,
76,4607003612924,Икра Царская особая лососевая 220гр ст/б,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4607003612924.jpg?alt=media&token=ecbbace1-36e9-4276-9c33-3193aed8aefe
77,4612729491685,Шпроты в/м От Иваныча! 160гр*72 (ключ),2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4612729491685.jpg?alt=media&token=1293d261-f820-4a31-b835-dd11f6e4992c
78,6927741327057,Томатная паста Золотой Дракон 3кг.,2,
79,4008638231243,Корнишоны LORADO маринованные Премиум (ст/б) 720мл,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4008638231243.jpg?alt=media&token=714576f9-6b51-4817-9027-239f56ca267d
80,4610000629826,Килька Балтийская Н/Р В том/соусе 250гр,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4610000629826.png?alt=media&token=bf40c3d5-ce7d-40e2-b234-cdcf571c84a8
81,2702245,Фасоль Красная/белая (кампа) вес,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F2702245.jpg?alt=media&token=7e7c5b19-ce5d-4100-80ce-dbf94c9cb55d
82,4750571006029,Килька черноморская обжаренная в т с 240г(упак - 48шт)(Ш),2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4750571006029.jpg?alt=media&token=64660699-7c82-4d9f-9447-afeab2450120
83,4751001584612,Килька балтийская в т с 240г ключ (1упак-48шт)(Ш),2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4751001584612.png?alt=media&token=3623922a-a517-4a9f-a3fe-fb49014c946c
84,4607934960323,Шпроты в масле выгодная цена 240г ключ (1упак-24шт)(Ш),2,
85,3083680009508,Фасоль Красная Bonduelle 400г,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F3083680009508.jpg?alt=media&token=85ecd793-ce74-4715-ad3e-835d6ef42804
86,4607075853515,5М Шпроты в масле 160г ключ,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4607075853515.jpg?alt=media&token=5da8413b-23b8-4a19-82de-e749b8af8df7
87,4700004710061,"Томатная паста ""Сеньор Помидор"" 250г.",2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700004710061.jpg?alt=media&token=337f42bf-10a5-4299-82e2-44d1c1901e0a
88,4607003612108,Икра Сказка Лосось 450гр,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4607003612108.jpg?alt=media&token=755e4d2a-3205-46d9-b371-7c4269d5be28
89,6927964580642,Сайра Аквамарин натуральная с доб.масла с/кл (ж/б) 240г,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F6927964580642.jpg?alt=media&token=bcb85490-c41a-4f38-81e3-c09e19617a94
90,4606180017201,Говядина тушеная Главпродукт Семейный Бюджет жб 500гр,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4606180017201.png?alt=media&token=4c4bc60a-e425-47d2-b584-a113baf41064
91,4610000620144,Атлантикалык май кошулган скумбрия 250гр / Скумбрия Атлантическая натур.с добав.масла с ключом 250гр,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4610000620144.jpg?alt=media&token=4cbd82b5-014b-45f8-982c-04ecdc641bd5
92,4870001084417,"Цин-Каз томат соусунда лечо 710гр / Лечо в томатном соусе Цин-каз 710гр Томат катыгындагы лечо 0,71г",2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4870001084417.jpg?alt=media&token=d4f0ad13-c45e-4b56-b51d-139d560cf942
93,4612753190875,Килька Капитан Морей в томатном соусе 230гр,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4612753190875.jpg?alt=media&token=b19065e3-ee9a-40c2-821e-3d91e6b6dd55
94,4700000722310,Маринованные огурцы Маринадос 3л,2,
95,4605463003153,За Родину! атлантикалык май кошулган скумбрия 185гр / Скумбрия За Родину атлантическая с д/м с кл (ж,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4605463003153.jpg?alt=media&token=ce99052c-7800-4802-b751-49d8da42278c
96,4700006680102,Огурцы Mira консервированные 1000гр,2,
97,4700000721917,Томатная паста СЭМ Класическая (ст/б) 400г,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700000721917.jpg?alt=media&token=e34eaa51-f555-4616-8bad-64bf5a174226
98,4607019908349,Сайра Фергат Тихоокеанская нат. 250гр,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4607019908349.jpg?alt=media&token=c978c468-a8c3-4568-a3e2-6891b618848c
99,4607019908691,Тунец Фрегат натуральная 240гр,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4607019908691.jpg?alt=media&token=4483839a-cc54-40cf-9261-1609e59c9e41
100,4606180005581,Шпроты Глапродукт из балтийской кильки в масле копченые (ж/б) 160г,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4606180005581.jpg?alt=media&token=256723b3-5a33-48f1-8d5b-94ea7be0f3b3
101,4680009030329,Сайра Доброфлот натуральная тихоокеанская с доб.масла с/кл (ж/б) 245г,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4680009030329.png?alt=media&token=9eb30c52-e0b5-43e1-a413-fddf7d3d1d61
102,4607019908004,Сайра Рыбный стандартъ №1 240гр,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4607019908004.png?alt=media&token=7b35b9a9-c09d-444e-8f7c-34ebc48c48fe
103,4607019908165,Сардина Рыбный стандартъ №1 240гр,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4607019908165.jpg?alt=media&token=3a836a1a-853d-4ddb-9df0-db6286457fd4
104,4870004350724,"Икорная закуска альгиновая КРАСНАЯ ЧЕРНАЯпластиковая упаковка, 200 гр",2,
105,4605463003177,За Родину! атлантикалык май кошулган сайра 185гр / Сайра За Родину атлантическая с д/м с кл (ж/б) 18,2,
106,4607019901753,Скумбрия Фергат Атлантическая нат. 240гр,2,
107,4607019908738,Шпроты Фергат в масле салаки 160гр,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4607019908738.jpg?alt=media&token=953f37ac-fef9-4ff1-9016-acd95737daa3
108,4680009030312,Сайра Доброфлот натуральная тихоокеанская с/кл (ж/б) 245г,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4680009030312.jpg?alt=media&token=4618a4e0-f7d1-4601-973f-dd4ebe43637b
109,2717191,Огурцы Соленые кг Шахида,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F2717191.jpg?alt=media&token=fc339497-948b-4519-bdb1-c58e491d486d
110,4820080953272,Сайра Аквамарин натуральная с/кл (ж/б) 240г,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4820080953272.jpg?alt=media&token=130cea87-2693-4d7f-9493-5c92d46e6930
111,6927741327033,Томатная паста Фая 850г.,2,
112,4612729493757,Шпроты в масле Маяк 160г,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4612729493757.jpg?alt=media&token=5d73612d-47e3-4bcb-993a-187c8070e16b
113,2070252123367,Пересервы Горбуша Боярская 180 гр Белая пт 110,2,
114,4605463003122,За Родину! атлантикалык май кошулган сардина 185гр / Сардина За Родину атлантическая с д/м с кл (ж/б,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4605463003122.jpg?alt=media&token=731b7fee-09c6-4aa9-b093-43c03b9d165c
115,4870004350755,"Икорная закуска альгиновая КРАСНАЯ,пластиковая шайба 200 гр.(НОВИНКА)",2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4870004350755.jpg?alt=media&token=6265492c-9662-4a47-9255-7123783b2d8d
116,4680009031005,ЮФ Скумбрия нат. ДМ Южморрыбфлот б№6 250г,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4680009031005.jpg?alt=media&token=18cf4bde-3f32-44ec-bb66-cf3a32ba478f
117,6927964580598,Аквамарин Табигый май кошулган скумбрия 425гр / Скумбрия Аквамарин Натуральная с доб.масла с/кл 425г,2,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F6927964580598.png?alt=media&token=dad27217-2f02-4cbe-8ace-81c01f235373
